"States and selected areas: Employment status of the civilian noninstitutional population, January 1976 to date, seasonally adjusted",,,,,,,,,,
"States and selected areas: Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
25,Massachusetts,2018,6,"5,692,352","3,828,443",67.3,"3,694,639",64.9,"133,804",3.5
26,Michigan,2018,6,"8,028,101","4,943,760",61.6,"4,746,335",59.1,"197,425",4
27,Minnesota,2018,6,"4,416,015","3,073,370",69.6,"2,984,479",67.6,"88,891",2.9
28,Mississippi,2018,6,"2,279,339","1,269,490",55.7,"1,207,935",53,"61,555",4.8
29,Missouri,2018,6,"4,789,319","3,048,331",63.6,"2,953,221",61.7,"95,110",3.1
30,Montana,2018,6,"845,011","535,137",63.3,"515,374",61,"19,763",3.7
31,Nebraska,2018,6,"1,483,492","1,036,580",69.9,"1,007,005",67.9,"29,575",2.9
32,Nevada,2018,6,"2,355,025","1,493,323",63.4,"1,429,301",60.7,"64,022",4.3
33,New Hampshire,2018,6,"1,120,183","771,898",68.9,"751,625",67.1,"20,273",2.6
34,New Jersey,2018,6,"7,308,928","4,609,385",63.1,"4,422,709",60.5,"186,676",4
35,New Mexico,2018,6,"1,633,467","944,533",57.8,"900,068",55.1,"44,465",4.7
36,New York,2018,6,"16,215,038","9,830,937",60.6,"9,438,572",58.2,"392,365",4
51000,New York city,2018,6,"7,105,823","4,262,878",60,"4,092,322",57.6,"170,556",4
37,North Carolina,2018,6,"8,027,144","4,914,457",61.2,"4,722,123",58.8,"192,334",3.9
38,North Dakota,2018,6,"589,727","411,764",69.8,"402,179",68.2,"9,585",2.3
39,Ohio,2018,6,"9,264,784","5,825,046",62.9,"5,563,685",60.1,"261,361",4.5
40,Oklahoma,2018,6,"2,995,564","1,831,931",61.2,"1,773,680",59.2,"58,251",3.2
41,Oregon,2018,6,"3,364,552","2,076,459",61.7,"1,996,678",59.3,"79,781",3.8
42,Pennsylvania,2018,6,"10,386,487","6,507,763",62.7,"6,225,972",59.9,"281,791",4.3
44,Rhode Island,2018,6,"887,494","573,894",64.7,"551,233",62.1,"22,661",3.9
45,South Carolina,2018,6,"3,945,142","2,278,126",57.7,"2,204,417",55.9,"73,709",3.2
46,South Dakota,2018,6,"662,857","459,592",69.3,"446,914",67.4,"12,678",2.8
47,Tennessee,2018,6,"5,339,838","3,257,856",61,"3,145,062",58.9,"112,794",3.5
48,Texas,2018,6,"21,422,757","13,726,250",64.1,"13,191,095",61.6,"535,155",3.9
49,Utah,2018,6,"2,310,201","1,584,753",68.6,"1,538,626",66.6,"46,127",2.9
50,Vermont,2018,6,"529,993","355,873",67.1,"347,274",65.5,"8,599",2.4
51,Virginia,2018,6,"6,666,511","4,356,635",65.4,"4,232,960",63.5,"123,675",2.8
53,Washington,2018,6,"5,940,220","3,809,408",64.1,"3,646,420",61.4,"162,988",4.3
54,West Virginia,2018,6,"1,458,798","794,973",54.5,"754,150",51.7,"40,823",5.1
55,Wisconsin,2018,6,"4,641,540","3,128,690",67.4,"3,034,386",65.4,"94,304",3
56,Wyoming,2018,6,"445,384","292,775",65.7,"281,040",63.1,"11,735",4
1,Alabama,2018,7,"3,911,713","2,243,084",57.3,"2,154,387",55.1,"88,697",4
2,Alaska,2018,7,"545,602","355,486",65.2,"334,563",61.3,"20,923",5.9
4,Arizona,2018,7,"5,436,195","3,328,193",61.2,"3,172,389",58.4,"155,804",4.7
5,Arkansas,2018,7,"2,321,224","1,341,657",57.8,"1,294,291",55.8,"47,366",3.5
6,California,2018,7,"30,972,011","19,297,703",62.3,"18,495,896",59.7,"801,807",4.2
37,Los Angeles County,2018,7,"8,083,694","5,117,860",63.3,"4,883,098",60.4,"234,762",4.6
8,Colorado,2018,7,"4,455,356","3,061,224",68.7,"2,966,133",66.6,"95,091",3.1
9,Connecticut,2018,7,"2,910,761","1,926,837",66.2,"1,853,634",63.7,"73,203",3.8
10,Delaware,2018,7,"773,056","480,321",62.1,"462,949",59.9,"17,372",3.6
11,District of Columbia,2018,7,"561,922","395,082",70.3,"373,263",66.4,"21,819",5.5
12,Florida,2018,7,"17,070,214","10,131,559",59.4,"9,770,969",57.2,"360,590",3.6
13,Georgia,2018,7,"8,099,567","5,124,359",63.3,"4,925,388",60.8,"198,971",3.9
15,Hawaii,2018,7,"1,124,554","693,774",61.7,"677,002",60.2,"16,772",2.4
16,Idaho,2018,7,"1,347,106","863,111",64.1,"839,164",62.3,"23,947",2.8
17,Illinois,2018,7,"10,133,045","6,552,816",64.7,"6,274,164",61.9,"278,652",4.3
18,Indiana,2018,7,"5,225,213","3,406,076",65.2,"3,289,109",62.9,"116,967",3.4
19,Iowa,2018,7,"2,474,347","1,714,584",69.3,"1,672,132",67.6,"42,452",2.5
20,Kansas,2018,7,"2,233,894","1,494,114",66.9,"1,444,952",64.7,"49,162",3.3
21,Kentucky,2018,7,"3,502,213","2,055,583",58.7,"1,968,482",56.2,"87,101",4.2
22,Louisiana,2018,7,"3,584,149","2,109,715",58.9,"2,006,232",56,"103,483",4.9
23,Maine,2018,7,"1,112,485","702,319",63.1,"679,458",61.1,"22,861",3.3
24,Maryland,2018,7,"4,823,986","3,268,322",67.8,"3,145,774",65.2,"122,548",3.7
25,Massachusetts,2018,7,"5,695,988","3,830,674",67.3,"3,698,801",64.9,"131,873",3.4
26,Michigan,2018,7,"8,031,056","4,942,200",61.5,"4,745,013",59.1,"197,187",4
27,Minnesota,2018,7,"4,419,549","3,072,049",69.5,"2,983,367",67.5,"88,682",2.9
28,Mississippi,2018,7,"2,278,911","1,267,252",55.6,"1,205,989",52.9,"61,263",4.8
29,Missouri,2018,7,"4,790,926","3,045,277",63.6,"2,951,984",61.6,"93,293",3.1
30,Montana,2018,7,"845,803","535,470",63.3,"515,831",61,"19,639",3.7
31,Nebraska,2018,7,"1,484,415","1,037,124",69.9,"1,007,347",67.9,"29,777",2.9
32,Nevada,2018,7,"2,359,210","1,496,536",63.4,"1,433,169",60.7,"63,367",4.2
33,New Hampshire,2018,7,"1,120,911","772,042",68.9,"752,083",67.1,"19,959",2.6
34,New Jersey,2018,7,"7,312,595","4,607,904",63,"4,425,537",60.5,"182,367",4
35,New Mexico,2018,7,"1,634,094","944,642",57.8,"899,990",55.1,"44,652",4.7
36,New York,2018,7,"16,219,309","9,828,624",60.6,"9,442,483",58.2,"386,141",3.9
51000,New York city,2018,7,"7,107,053","4,256,544",59.9,"4,087,579",57.5,"168,965",4
37,North Carolina,2018,7,"8,035,907","4,914,439",61.2,"4,721,774",58.8,"192,665",3.9
38,North Dakota,2018,7,"589,966","410,961",69.7,"401,599",68.1,"9,362",2.3
39,Ohio,2018,7,"9,267,883","5,822,570",62.8,"5,563,748",60,"258,822",4.4
40,Oklahoma,2018,7,"2,996,596","1,828,858",61,"1,772,156",59.1,"56,702",3.1
41,Oregon,2018,7,"3,367,871","2,075,491",61.6,"1,995,059",59.2,"80,432",3.9
42,Pennsylvania,2018,7,"10,389,955","6,510,210",62.7,"6,231,756",60,"278,454",4.3
44,Rhode Island,2018,7,"888,057","573,574",64.6,"551,163",62.1,"22,411",3.9
45,South Carolina,2018,7,"3,949,578","2,282,203",57.8,"2,207,615",55.9,"74,588",3.3
46,South Dakota,2018,7,"663,256","459,355",69.3,"446,846",67.4,"12,509",2.7
47,Tennessee,2018,7,"5,345,040","3,260,968",61,"3,148,377",58.9,"112,591",3.5
48,Texas,2018,7,"21,448,620","13,728,718",64,"13,199,505",61.5,"529,213",3.9
49,Utah,2018,7,"2,314,755","1,586,054",68.5,"1,540,090",66.5,"45,964",2.9
50,Vermont,2018,7,"530,229","355,582",67.1,"347,161",65.5,"8,421",2.4
51,Virginia,2018,7,"6,670,334","4,350,276",65.2,"4,229,820",63.4,"120,456",2.8
53,Washington,2018,7,"5,948,164","3,815,453",64.1,"3,653,121",61.4,"162,332",4.3
54,West Virginia,2018,7,"1,458,198","794,879",54.5,"754,671",51.8,"40,208",5.1
55,Wisconsin,2018,7,"4,644,049","3,123,155",67.3,"3,029,065",65.2,"94,090",3
56,Wyoming,2018,7,"445,437","292,681",65.7,"280,894",63.1,"11,787",4
1,Alabama,2018,8,"3,914,228","2,244,588",57.3,"2,156,606",55.1,"87,982",3.9
2,Alaska,2018,8,"545,571","355,014",65.1,"334,161",61.2,"20,853",5.9
4,Arizona,2018,8,"5,445,576","3,337,305",61.3,"3,178,981",58.4,"158,324",4.7
5,Arkansas,2018,8,"2,322,270","1,342,124",57.8,"1,294,614",55.7,"47,510",3.5
6,California,2018,8,"30,982,632","19,297,388",62.3,"18,493,301",59.7,"804,087",4.2
37,Los Angeles County,2018,8,"8,082,511","5,113,684",63.3,"4,877,706",60.3,"235,978",4.6
8,Colorado,2018,8,"4,461,404","3,063,296",68.7,"2,967,218",66.5,"96,078",3.1
9,Connecticut,2018,8,"2,911,249","1,928,488",66.2,"1,855,994",63.8,"72,494",3.8
10,Delaware,2018,8,"773,965","479,868",62,"462,767",59.8,"17,101",3.6
11,District of Columbia,2018,8,"562,060","394,108",70.1,"372,592",66.3,"21,516",5.5
12,Florida,2018,8,"17,090,032","10,137,840",59.3,"9,781,708",57.2,"356,132",3.5
13,Georgia,2018,8,"8,109,485","5,119,321",63.1,"4,921,956",60.7,"197,365",3.9
15,Hawaii,2018,8,"1,124,609","692,148",61.5,"674,923",60,"17,225",2.5
16,Idaho,2018,8,"1,350,214","864,565",64,"840,375",62.2,"24,190",2.8
17,Illinois,2018,8,"10,133,552","6,551,810",64.7,"6,270,691",61.9,"281,119",4.3
18,Indiana,2018,8,"5,228,673","3,402,860",65.1,"3,285,287",62.8,"117,573",3.5
19,Iowa,2018,8,"2,475,768","1,715,034",69.3,"1,672,377",67.5,"42,657",2.5
20,Kansas,2018,8,"2,234,694","1,493,557",66.8,"1,444,346",64.6,"49,211",3.3
21,Kentucky,2018,8,"3,503,652","2,052,969",58.6,"1,965,952",56.1,"87,017",4.2
22,Louisiana,2018,8,"3,584,603","2,105,348",58.7,"2,003,075",55.9,"102,273",4.9
23,Maine,2018,8,"1,113,230","701,765",63,"678,519",61,"23,246",3.3
24,Maryland,2018,8,"4,826,407","3,268,314",67.7,"3,147,108",65.2,"121,206",3.7
25,Massachusetts,2018,8,"5,699,070","3,831,400",67.2,"3,701,355",64.9,"130,045",3.4
26,Michigan,2018,8,"8,033,560","4,942,546",61.5,"4,743,536",59,"199,010",4
27,Minnesota,2018,8,"4,422,939","3,071,919",69.5,"2,982,419",67.4,"89,500",2.9
28,Mississippi,2018,8,"2,279,272","1,265,674",55.5,"1,204,143",52.8,"61,531",4.9
29,Missouri,2018,8,"4,793,250","3,043,252",63.5,"2,950,566",61.6,"92,686",3
30,Montana,2018,8,"846,644","535,880",63.3,"516,289",61,"19,591",3.7
31,Nebraska,2018,8,"1,485,381","1,037,794",69.9,"1,007,672",67.8,"30,122",2.9
32,Nevada,2018,8,"2,363,853","1,500,003",63.5,"1,436,752",60.8,"63,251",4.2
33,New Hampshire,2018,8,"1,121,793","772,000",68.8,"752,295",67.1,"19,705",2.6
34,New Jersey,2018,8,"7,316,729","4,605,741",62.9,"4,427,631",60.5,"178,110",3.9
35,New Mexico,2018,8,"1,635,278","944,966",57.8,"899,630",55,"45,336",4.8
36,New York,2018,8,"16,222,883","9,827,008",60.6,"9,443,161",58.2,"383,847",3.9
51000,New York city,2018,8,"7,107,640","4,252,479",59.8,"4,083,074",57.4,"169,405",4
37,North Carolina,2018,8,"8,044,780","4,914,460",61.1,"4,720,444",58.7,"194,016",3.9
38,North Dakota,2018,8,"590,257","410,454",69.5,"401,191",68,"9,263",2.3
39,Ohio,2018,8,"9,271,574","5,820,956",62.8,"5,563,148",60,"257,808",4.4
40,Oklahoma,2018,8,"2,998,429","1,826,456",60.9,"1,770,551",59,"55,905",3.1
41,Oregon,2018,8,"3,371,240","2,075,912",61.6,"1,993,756",59.1,"82,156",4
42,Pennsylvania,2018,8,"10,392,975","6,513,434",62.7,"6,236,612",60,"276,822",4.3
44,Rhode Island,2018,8,"888,477","573,129",64.5,"550,774",62,"22,355",3.9
45,South Carolina,2018,8,"3,954,575","2,286,695",57.8,"2,211,124",55.9,"75,571",3.3
46,South Dakota,2018,8,"663,893","459,265",69.2,"446,865",67.3,"12,400",2.7
47,Tennessee,2018,8,"5,350,026","3,264,022",61,"3,151,256",58.9,"112,766",3.5
48,Texas,2018,8,"21,479,027","13,731,309",63.9,"13,205,883",61.5,"525,426",3.8
49,Utah,2018,8,"2,319,323","1,587,374",68.4,"1,541,493",66.5,"45,881",2.9
50,Vermont,2018,8,"530,466","355,259",67,"346,919",65.4,"8,340",2.3
51,Virginia,2018,8,"6,675,214","4,346,897",65.1,"4,227,022",63.3,"119,875",2.8
53,Washington,2018,8,"5,955,839","3,822,447",64.2,"3,659,168",61.4,"163,279",4.3
54,West Virginia,2018,8,"1,457,891","794,631",54.5,"754,857",51.8,"39,774",5
55,Wisconsin,2018,8,"4,646,803","3,117,962",67.1,"3,024,217",65.1,"93,745",3
56,Wyoming,2018,8,"445,659","292,613",65.7,"280,727",63,"11,886",4.1
1,Alabama,2018,9,"3,916,904","2,246,778",57.4,"2,159,434",55.1,"87,344",3.9
2,Alaska,2018,9,"545,588","354,523",65,"333,616",61.1,"20,907",5.9
4,Arizona,2018,9,"5,455,247","3,347,937",61.4,"3,186,038",58.4,"161,899",4.8
5,Arkansas,2018,9,"2,323,428","1,343,667",57.8,"1,295,453",55.8,"48,214",3.6
6,California,2018,9,"30,994,913","19,305,148",62.3,"18,493,118",59.7,"812,030",4.2
37,Los Angeles County,2018,9,"8,081,356","5,112,937",63.3,"4,874,976",60.3,"237,961",4.7
8,Colorado,2018,9,"4,467,672","3,065,884",68.6,"2,969,146",66.5,"96,738",3.2
9,Connecticut,2018,9,"2,911,923","1,930,047",66.3,"1,857,909",63.8,"72,138",3.7
10,Delaware,2018,9,"774,951","479,785",61.9,"462,829",59.7,"16,956",3.5
11,District of Columbia,2018,9,"562,203","393,580",70,"372,033",66.2,"21,547",5.5
12,Florida,2018,9,"17,110,752","10,145,179",59.3,"9,790,750",57.2,"354,429",3.5
13,Georgia,2018,9,"8,119,818","5,117,166",63,"4,919,812",60.6,"197,354",3.9
15,Hawaii,2018,9,"1,124,718","690,477",61.4,"672,759",59.8,"17,718",2.6
16,Idaho,2018,9,"1,353,402","866,383",64,"841,744",62.2,"24,639",2.8
17,Illinois,2018,9,"10,134,549","6,554,020",64.7,"6,268,596",61.9,"285,424",4.4
18,Indiana,2018,9,"5,232,390","3,399,927",65,"3,281,441",62.7,"118,486",3.5
19,Iowa,2018,9,"2,477,320","1,715,931",69.3,"1,672,825",67.5,"43,106",2.5
20,Kansas,2018,9,"2,235,622","1,493,558",66.8,"1,444,014",64.6,"49,544",3.3
21,Kentucky,2018,9,"3,505,232","2,050,784",58.5,"1,963,906",56,"86,878",4.2
22,Louisiana,2018,9,"3,585,227","2,102,610",58.6,"2,001,098",55.8,"101,512",4.8
23,Maine,2018,9,"1,114,046","701,177",62.9,"677,698",60.8,"23,479",3.3
24,Maryland,2018,9,"4,829,134","3,270,769",67.7,"3,150,326",65.2,"120,443",3.7
25,Massachusetts,2018,9,"5,702,473","3,832,282",67.2,"3,703,622",64.9,"128,660",3.4
26,Michigan,2018,9,"8,036,397","4,945,880",61.5,"4,743,870",59,"202,010",4.1
27,Minnesota,2018,9,"4,426,554","3,073,838",69.4,"2,982,207",67.4,"91,631",3
28,Mississippi,2018,9,"2,279,769","1,264,717",55.5,"1,202,177",52.7,"62,540",4.9
29,Missouri,2018,9,"4,795,780","3,043,345",63.5,"2,949,967",61.5,"93,378",3.1
30,Montana,2018,9,"847,533","536,497",63.3,"516,885",61,"19,612",3.7
31,Nebraska,2018,9,"1,486,457","1,038,831",69.9,"1,008,194",67.8,"30,637",2.9
32,Nevada,2018,9,"2,368,649","1,504,138",63.5,"1,440,442",60.8,"63,696",4.2
33,New Hampshire,2018,9,"1,122,713","772,145",68.8,"752,549",67,"19,596",2.5
34,New Jersey,2018,9,"7,321,201","4,604,978",62.9,"4,430,370",60.5,"174,608",3.8
35,New Mexico,2018,9,"1,636,556","945,845",57.8,"899,404",55,"46,441",4.9
36,New York,2018,9,"16,227,243","9,827,558",60.6,"9,441,924",58.2,"385,634",3.9
51000,New York city,2018,9,"7,108,202","4,251,429",59.8,"4,079,051",57.4,"172,378",4.1
37,North Carolina,2018,9,"8,054,070","4,917,251",61.1,"4,721,175",58.6,"196,076",4
38,North Dakota,2018,9,"590,599","410,417",69.5,"401,116",67.9,"9,301",2.3
39,Ohio,2018,9,"9,275,694","5,823,324",62.8,"5,564,293",60,"259,031",4.4
40,Oklahoma,2018,9,"3,000,414","1,825,292",60.8,"1,769,237",59,"56,055",3.1
41,Oregon,2018,9,"3,374,728","2,078,329",61.6,"1,993,722",59.1,"84,607",4.1
42,Pennsylvania,2018,9,"10,396,453","6,519,107",62.7,"6,242,195",60,"276,912",4.2
44,Rhode Island,2018,9,"888,920","572,774",64.4,"550,365",61.9,"22,409",3.9
45,South Carolina,2018,9,"3,959,823","2,291,502",57.9,"2,215,518",55.9,"75,984",3.3
46,South Dakota,2018,9,"664,514","459,131",69.1,"446,738",67.2,"12,393",2.7
47,Tennessee,2018,9,"5,355,248","3,268,586",61,"3,155,309",58.9,"113,277",3.5
48,Texas,2018,9,"21,510,603","13,738,816",63.9,"13,213,624",61.4,"525,192",3.8
49,Utah,2018,9,"2,323,986","1,589,157",68.4,"1,543,290",66.4,"45,867",2.9
50,Vermont,2018,9,"530,740","355,027",66.9,"346,692",65.3,"8,335",2.3
51,Virginia,2018,9,"6,680,406","4,348,736",65.1,"4,226,588",63.3,"122,148",2.8
53,Washington,2018,9,"5,963,776","3,831,730",64.3,"3,665,693",61.5,"166,037",4.3
54,West Virginia,2018,9,"1,457,648","794,523",54.5,"754,813",51.8,"39,710",5
55,Wisconsin,2018,9,"4,649,694","3,114,185",67,"3,020,627",65,"93,558",3
56,Wyoming,2018,9,"445,901","292,589",65.6,"280,639",62.9,"11,950",4.1
1,Alabama,2018,10,"3,919,426","2,250,193",57.4,"2,163,423",55.2,"86,770",3.9
2,Alaska,2018,10,"545,554","354,115",64.9,"333,060",61,"21,055",5.9
4,Arizona,2018,10,"5,464,625","3,359,392",61.5,"3,193,729",58.4,"165,663",4.9
5,Arkansas,2018,10,"2,324,488","1,346,113",57.9,"1,296,935",55.8,"49,178",3.7
6,California,2018,10,"31,005,415","19,321,310",62.3,"18,497,788",59.7,"823,522",4.3
37,Los Angeles County,2018,10,"8,080,177","5,115,007",63.3,"4,875,035",60.3,"239,972",4.7
8,Colorado,2018,10,"4,473,734","3,069,511",68.6,"2,972,769",66.4,"96,742",3.2
9,Connecticut,2018,10,"2,912,409","1,931,443",66.3,"1,859,440",63.8,"72,003",3.7
10,Delaware,2018,10,"775,888","480,215",61.9,"463,284",59.7,"16,931",3.5
11,District of Columbia,2018,10,"562,365","393,686",70,"371,760",66.1,"21,926",5.6
12,Florida,2018,10,"17,130,569","10,153,991",59.3,"9,799,002",57.2,"354,989",3.5
13,Georgia,2018,10,"8,129,762","5,118,183",63,"4,919,880",60.5,"198,303",3.9
15,Hawaii,2018,10,"1,124,742","688,974",61.3,"670,774",59.6,"18,200",2.6
16,Idaho,2018,10,"1,356,509","868,585",64,"843,367",62.2,"25,218",2.9
17,Illinois,2018,10,"10,135,075","6,558,904",64.7,"6,268,153",61.8,"290,751",4.4
18,Indiana,2018,10,"5,235,884","3,398,941",64.9,"3,279,216",62.6,"119,725",3.5
19,Iowa,2018,10,"2,478,774","1,717,712",69.3,"1,674,025",67.5,"43,687",2.5
20,Kansas,2018,10,"2,236,431","1,494,286",66.8,"1,444,241",64.6,"50,045",3.3
21,Kentucky,2018,10,"3,506,675","2,049,774",58.5,"1,963,087",56,"86,687",4.2
22,Louisiana,2018,10,"3,585,652","2,101,886",58.6,"2,000,659",55.8,"101,227",4.8
23,Maine,2018,10,"1,114,824","700,622",62.8,"677,166",60.7,"23,456",3.3
24,Maryland,2018,10,"4,831,560","3,276,162",67.8,"3,155,904",65.3,"120,258",3.7
25,Massachusetts,2018,10,"5,705,600","3,833,978",67.2,"3,706,338",65,"127,640",3.3
26,Michigan,2018,10,"8,038,896","4,951,784",61.6,"4,746,517",59,"205,267",4.1
27,Minnesota,2018,10,"4,429,972","3,077,585",69.5,"2,982,924",67.3,"94,661",3.1
28,Mississippi,2018,10,"2,280,127","1,264,996",55.5,"1,200,942",52.7,"64,054",5.1
29,Missouri,2018,10,"4,798,131","3,045,983",63.5,"2,950,848",61.5,"95,135",3.1
30,Montana,2018,10,"848,353","537,243",63.3,"517,595",61,"19,648",3.7
31,Nebraska,2018,10,"1,487,421","1,040,257",69.9,"1,009,041",67.8,"31,216",3
32,Nevada,2018,10,"2,373,305","1,508,923",63.6,"1,444,468",60.9,"64,455",4.3
33,New Hampshire,2018,10,"1,123,605","772,675",68.8,"753,034",67,"19,641",2.5
34,New Jersey,2018,10,"7,325,342","4,607,016",62.9,"4,435,151",60.5,"171,865",3.7
35,New Mexico,2018,10,"1,637,739","947,258",57.8,"899,635",54.9,"47,623",5
36,New York,2018,10,"16,230,758","9,830,666",60.6,"9,441,120",58.2,"389,546",4
51000,New York city,2018,10,"7,108,808","4,253,352",59.8,"4,076,414",57.3,"176,938",4.2
37,North Carolina,2018,10,"8,062,990","4,924,093",61.1,"4,726,112",58.6,"197,981",4
38,North Dakota,2018,10,"590,906","410,864",69.5,"401,438",67.9,"9,426",2.3
39,Ohio,2018,10,"9,279,373","5,829,268",62.8,"5,567,912",60,"261,356",4.5
40,Oklahoma,2018,10,"3,002,229","1,825,633",60.8,"1,768,657",58.9,"56,976",3.1
41,Oregon,2018,10,"3,378,113","2,082,356",61.6,"1,995,305",59.1,"87,051",4.2
42,Pennsylvania,2018,10,"10,399,468","6,527,971",62.8,"6,249,408",60.1,"278,563",4.3
44,Rhode Island,2018,10,"889,336","572,579",64.4,"550,154",61.9,"22,425",3.9
45,South Carolina,2018,10,"3,964,794","2,296,611",57.9,"2,220,965",56,"75,646",3.3
46,South Dakota,2018,10,"665,151","459,487",69.1,"446,998",67.2,"12,489",2.7
47,Tennessee,2018,10,"5,360,253","3,275,310",61.1,"3,161,426",59,"113,884",3.5
48,Texas,2018,10,"21,541,024","13,752,653",63.8,"13,225,591",61.4,"527,062",3.8
49,Utah,2018,10,"2,328,571","1,591,528",68.3,"1,545,723",66.4,"45,805",2.9
50,Vermont,2018,10,"530,961","354,920",66.8,"346,570",65.3,"8,350",2.4
51,Virginia,2018,10,"6,685,285","4,356,111",65.2,"4,229,700",63.3,"126,411",2.9
53,Washington,2018,10,"5,971,422","3,843,936",64.4,"3,673,580",61.5,"170,356",4.4
54,West Virginia,2018,10,"1,457,328","794,584",54.5,"754,650",51.8,"39,934",5
55,Wisconsin,2018,10,"4,652,476","3,112,223",66.9,"3,018,636",64.9,"93,587",3
56,Wyoming,2018,10,"446,110","292,593",65.6,"280,690",62.9,"11,903",4.1
1,Alabama,2018,11,"3,921,451","2,254,719",57.5,"2,168,540",55.3,"86,179",3.8
2,Alaska,2018,11,"545,487","353,807",64.9,"332,606",61,"21,201",6
4,Arizona,2018,11,"5,473,401","3,370,604",61.6,"3,201,936",58.5,"168,668",5
5,Arkansas,2018,11,"2,325,267","1,348,986",58,"1,299,048",55.9,"49,938",3.7
6,California,2018,11,"31,013,634","19,341,208",62.4,"18,506,174",59.7,"835,034",4.3
37,Los Angeles County,2018,11,"8,078,736","5,117,277",63.3,"4,875,991",60.4,"241,286",4.7
8,Colorado,2018,11,"4,479,399","3,074,154",68.6,"2,978,195",66.5,"95,959",3.1
9,Connecticut,2018,11,"2,912,588","1,932,621",66.4,"1,860,763",63.9,"71,858",3.7
10,Delaware,2018,11,"776,727","481,121",61.9,"464,129",59.8,"16,992",3.5
11,District of Columbia,2018,11,"562,481","394,441",70.1,"371,922",66.1,"22,519",5.7
12,Florida,2018,11,"17,148,329","10,163,230",59.3,"9,806,795",57.2,"356,435",3.5
13,Georgia,2018,11,"8,138,935","5,121,554",62.9,"4,922,351",60.5,"199,203",3.9
15,Hawaii,2018,11,"1,124,796","687,724",61.1,"669,105",59.5,"18,619",2.7
16,Idaho,2018,11,"1,359,486","871,079",64.1,"845,311",62.2,"25,768",3
17,Illinois,2018,11,"10,134,500","6,566,078",64.8,"6,269,545",61.9,"296,533",4.5
18,Indiana,2018,11,"5,238,772","3,400,809",64.9,"3,279,824",62.6,"120,985",3.6
19,Iowa,2018,11,"2,479,920","1,720,630",69.4,"1,676,341",67.6,"44,289",2.6
20,Kansas,2018,11,"2,236,973","1,495,502",66.9,"1,444,967",64.6,"50,535",3.4
21,Kentucky,2018,11,"3,507,743","2,050,090",58.4,"1,963,589",56,"86,501",4.2
22,Louisiana,2018,11,"3,585,733","2,102,681",58.6,"2,001,710",55.8,"100,971",4.8
23,Maine,2018,11,"1,115,455","700,002",62.8,"676,865",60.7,"23,137",3.3
24,Maryland,2018,11,"4,833,559","3,284,008",67.9,"3,163,607",65.5,"120,401",3.7
25,Massachusetts,2018,11,"5,708,225","3,836,258",67.2,"3,709,482",65,"126,776",3.3
26,Michigan,2018,11,"8,040,554","4,959,109",61.7,"4,750,865",59.1,"208,244",4.2
27,Minnesota,2018,11,"4,432,940","3,082,383",69.5,"2,984,559",67.3,"97,824",3.2
28,Mississippi,2018,11,"2,280,241","1,266,372",55.5,"1,200,515",52.6,"65,857",5.2
29,Missouri,2018,11,"4,799,913","3,050,429",63.6,"2,953,050",61.5,"97,379",3.2
30,Montana,2018,11,"849,097","538,005",63.4,"518,342",61,"19,663",3.7
31,Nebraska,2018,11,"1,488,247","1,041,929",70,"1,010,192",67.9,"31,737",3
32,Nevada,2018,11,"2,377,760","1,514,086",63.7,"1,448,898",60.9,"65,188",4.3
33,New Hampshire,2018,11,"1,124,399","773,554",68.8,"753,777",67,"19,777",2.6
34,New Jersey,2018,11,"7,328,736","4,612,105",62.9,"4,442,666",60.6,"169,439",3.7
35,New Mexico,2018,11,"1,638,777","948,960",57.9,"900,429",54.9,"48,531",5.1
36,New York,2018,11,"16,232,902","9,835,681",60.6,"9,442,909",58.2,"392,772",4
51000,New York city,2018,11,"7,109,103","4,257,637",59.9,"4,076,525",57.3,"181,112",4.3
37,North Carolina,2018,11,"8,071,016","4,934,296",61.1,"4,735,340",58.7,"198,956",4
38,North Dakota,2018,11,"591,156","411,710",69.6,"402,127",68,"9,583",2.3
39,Ohio,2018,11,"9,281,984","5,836,699",62.9,"5,573,963",60.1,"262,736",4.5
40,Oklahoma,2018,11,"3,003,741","1,827,361",60.8,"1,769,219",58.9,"58,142",3.2
41,Oregon,2018,11,"3,381,101","2,087,199",61.7,"1,998,410",59.1,"88,789",4.3
42,Pennsylvania,2018,11,"10,401,224","6,539,111",62.9,"6,257,800",60.2,"281,311",4.3
